action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2034216,[],CHEMBL888279,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc2c(-c3cnc4[nH]nc(-c5nc6cc(N7CCOCC7)ccc6[nH]5)c4c3)cncc2c1,,,CHEMBL1140014,Bioorg Med Chem Lett,2007,"{'bei': '13.41', 'le': '0.24', 'lle': '1.45', 'sei': '6.28'}",CHEMBL249500,,CHEMBL249500,6.00,0,http://www.openphacts.org/units/Nanomolar,675292,=,1,1,=,,IC50,nM,,1000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.0
,,2034217,[],CHEMBL888279,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2ccc3[nH]c(-c4n[nH]c5ncc(-c6cncc7ccccc67)cc45)nc3c2)CC1,,,CHEMBL1140014,Bioorg Med Chem Lett,2007,"{'bei': '13.03', 'le': '0.23', 'lle': '1.53', 'sei': '6.69'}",CHEMBL249304,,CHEMBL249304,6.00,0,http://www.openphacts.org/units/Nanomolar,675291,=,1,1,=,,IC50,nM,,1000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.0
,,2034218,[],CHEMBL888279,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,,,CHEMBL1140014,Bioorg Med Chem Lett,2007,"{'bei': '13.41', 'le': '0.24', 'lle': '0.44', 'sei': '6.95'}",CHEMBL249303,,CHEMBL249303,6.00,0,http://www.openphacts.org/units/Nanomolar,675290,=,1,1,=,,IC50,nM,,1000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.0
,,2034219,[],CHEMBL888279,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,COCc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cccnc5)cc34)nc12,,,CHEMBL1140014,Bioorg Med Chem Lett,2007,"{'bei': '16.72', 'le': '0.30', 'lle': '2.25', 'sei': '6.45'}",CHEMBL400859,,CHEMBL400859,5.96,0,http://www.openphacts.org/units/Nanomolar,675286,=,1,1,=,,IC50,nM,,1100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.1
,Not Determined,2034221,[],CHEMBL888279,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cccc2[nH]c(-c3n[nH]c4ncc(-c5cncc6ccccc56)cc34)nc12,,,CHEMBL1140014,Bioorg Med Chem Lett,2007,,CHEMBL400858,,CHEMBL400858,,0,,675281,,1,0,,,IC50,,,,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,,,,
,,2198005,[],CHEMBL1005547,Inhibition of Tel-fused RET kinase-mediated mouse BaF3 cell proliferation,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,,,CHEMBL1156430,Proc Natl Acad Sci U S A,2007,"{'bei': '9.54', 'le': '0.19', 'lle': '0.84', 'sei': '5.69'}",CHEMBL509032,TAE-684,CHEMBL509032,5.86,0,http://www.openphacts.org/units/Nanomolar,764578,=,1,1,=,,IC50,nM,,1385.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.385
,,2206998,[],CHEMBL990560,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,CHEMBL1149823,Proc Natl Acad Sci U S A,2007,,CHEMBL601719,CRIZOTINIB,CHEMBL601719,,0,http://www.openphacts.org/units/Nanomolar,718616,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,2250948,[],CHEMBL1011042,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nccc(-c2cc3c([nH]2)[C@@H](CCF)CNC3=O)n1,,,CHEMBL1139384,J Med Chem,2009,,CHEMBL524266,,CHEMBL524266,,0,http://www.openphacts.org/units/Nanomolar,776236,>,1,1,>,,IC50,nM,,4000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,4.0
,,2251193,[],CHEMBL1009902,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,,,CHEMBL1139387,J Med Chem,2009,"{'bei': '23.59', 'le': '0.44', 'lle': '6.93', 'sei': '8.11'}",CHEMBL495727,AT-9283,CHEMBL495727,9.00,0,http://www.openphacts.org/units/Nanomolar,775889,=,1,1,=,,IC50,nM,,1.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,1.0
,,2511605,[],CHEMBL973459,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,,,CHEMBL1138507,J Med Chem,2009,"{'bei': '20.01', 'le': '0.36', 'lle': '4.99', 'sei': '13.44'}",CHEMBL388978,STAUROSPORINE,CHEMBL388978,9.34,0,http://www.openphacts.org/units/Nanomolar,735412,=,1,1,=,,IC50,nM,,0.46,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.00046
,,2594571,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2[nH]c3c(=O)[nH]cc(-c4ccc(O)cc4)c3c2cc1OC,,,CHEMBL1151748,J Med Chem,2008,"{'bei': '20.69', 'le': '0.38', 'lle': '3.56', 'sei': '7.97'}",CHEMBL461162,,CHEMBL461162,6.96,0,http://www.openphacts.org/units/Nanomolar,725607,=,1,1,=,,IC50,nM,,110.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.11
,,2594572,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c3c(-c4ccc(O)cc4)c[nH]c(=O)c3n(C)c2cc1OC,,,CHEMBL1151748,J Med Chem,2008,"{'bei': '20.61', 'le': '0.38', 'lle': '3.81', 'sei': '9.44'}",CHEMBL461340,,CHEMBL461340,7.22,0,http://www.openphacts.org/units/Nanomolar,725608,=,1,1,=,,IC50,nM,,60.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.06
,,2594573,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c2ccccc2c2c(-c3ccc(O)cc3)c[nH]c(=O)c21,,,CHEMBL1151748,J Med Chem,2008,"{'bei': '21.76', 'le': '0.39', 'lle': '2.93', 'sei': '10.89'}",CHEMBL512392,,CHEMBL512392,6.32,0,http://www.openphacts.org/units/Nanomolar,725609,=,1,1,=,,IC50,nM,,480.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.48
,,2594574,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2c(c1)c1c(-c3ccc(O)cc3)c[nH]c(=O)c1n2C,,,CHEMBL1151748,J Med Chem,2008,"{'bei': '19.42', 'le': '0.35', 'lle': '2.82', 'sei': '9.25'}",CHEMBL461341,,CHEMBL461341,6.22,0,http://www.openphacts.org/units/Nanomolar,725610,=,1,1,=,,IC50,nM,,600.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.6
,,2594575,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c3ccn(Cc4ccccc4)c(=O)c3n(C)c2cc1OC,,,CHEMBL1151748,J Med Chem,2008,,CHEMBL512393,,CHEMBL512393,,0,http://www.openphacts.org/units/Nanomolar,725711,>,1,1,>,,IC50,nM,,600.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.6
,,2594576,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c3c(C)c[nH]c(=O)c3n(C)c2cc1OC,,,CHEMBL1151748,J Med Chem,2008,,CHEMBL501371,,CHEMBL501371,,0,http://www.openphacts.org/units/Nanomolar,725922,>,1,1,>,,IC50,nM,,600.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.6
,,2594577,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c3c(-c4ccccc4)c[nH]c(=O)c3n(C)c2cc1OC,,,CHEMBL1151748,J Med Chem,2008,"{'bei': '19.74', 'le': '0.36', 'lle': '2.90', 'sei': '11.74'}",CHEMBL515871,,CHEMBL515871,6.60,0,http://www.openphacts.org/units/Nanomolar,725923,=,1,1,=,,IC50,nM,,250.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.25
,,2594578,[],CHEMBL958179,Inhibition of recombinant RET active protein by immunoblotting,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2c3c(-c4cccc(O)c4)c[nH]c(=O)c3n(C)c2cc1OC,,,CHEMBL1151748,J Med Chem,2008,"{'bei': '20.11', 'le': '0.37', 'lle': '3.64', 'sei': '9.21'}",CHEMBL473101,,CHEMBL473101,7.05,0,http://www.openphacts.org/units/Nanomolar,725924,=,1,1,=,,IC50,nM,,90.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.09
,,2618038,[],CHEMBL1016027,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.N[C@@H](CCCCN/C=C1\C(=O)Nc2ccccc21)C(=O)O,,,CHEMBL1154450,Eur J Med Chem,2008,,CHEMBL458440,,CHEMBL1186331,,0,http://www.openphacts.org/units/Nanomolar,779339,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,2618054,[],CHEMBL1016027,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.N[C@@H](CCCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O,,,CHEMBL1154450,Eur J Med Chem,2008,,CHEMBL458441,,CHEMBL1186332,,0,http://www.openphacts.org/units/Nanomolar,779338,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,2618055,[],CHEMBL1016027,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O,,,CHEMBL1154450,Eur J Med Chem,2008,,CHEMBL503236,,CHEMBL1187455,,0,http://www.openphacts.org/units/Nanomolar,779340,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,2618056,[],CHEMBL1016027,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccccc21)C(=O)O,,,CHEMBL1154450,Eur J Med Chem,2008,,CHEMBL458352,,CHEMBL1186327,,0,http://www.openphacts.org/units/Nanomolar,779341,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,10.0
,,2661404,[],CHEMBL1058610,Inhibition of RET,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,,,CHEMBL1151962,J Med Chem,2009,"{'bei': '12.41', 'le': '0.23', 'lle': '3.14', 'sei': '6.26'}",CHEMBL564829,MILCICLIB,CHEMBL564829,5.71,0,http://www.openphacts.org/units/Nanomolar,817704,=,1,1,=,,IC50,nM,,1933.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.933
,,2943672,[],CHEMBL1044071,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCCOC,,,CHEMBL1154692,J Med Chem,2009,"{'bei': '11.98', 'le': '0.23', 'lle': '1.84', 'sei': '5.82'}",CHEMBL571040,,CHEMBL571040,6.16,0,http://www.openphacts.org/units/Nanomolar,854053,=,1,1,=,,IC50,nM,,700.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,microM,UO_0000065,,0.7
,,2943686,[],CHEMBL1044071,Inhibition of Ret,B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N1CCC[C@H]1C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3F)ncnc2cc1OCCOC,,,CHEMBL1154692,J Med Chem,2009,,CHEMBL569880,,CHEMBL569880,,0,http://www.openphacts.org/units/Nanomolar,854054,<,1,1,<,,IC50,nM,,100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,microM,UO_0000065,,0.1
,,2993577,[],CHEMBL1040952,Inhibition of human recombinant Ret,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,,,CHEMBL1156112,J Med Chem,2009,,CHEMBL565612,SOTRASTAURIN,CHEMBL565612,,0,http://www.openphacts.org/units/Nanomolar,863023,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,nM,UO_0000065,,10000.0
,,3101513,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccccc32)c1C,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '19.72', 'le': '0.36', 'lle': '2.82', 'sei': '8.60'}",CHEMBL86943,,CHEMBL86943,6.12,0,http://www.openphacts.org/units/Nanomolar,887534,=,1,1,=,,IC50,nM,,760.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.76
,,3101514,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1Nc2cccc(Br)c2/C1=C/c1cc2c([nH]1)CCCC2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '16.81', 'le': '0.38', 'lle': '1.62', 'sei': '12.85'}",CHEMBL592651,,CHEMBL592651,5.77,0,http://www.openphacts.org/units/Nanomolar,887533,=,1,1,=,,IC50,nM,,1700.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.7
,,3101515,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)c2ccccc12,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '13.83', 'le': '0.25', 'lle': '-0.05', 'sei': '13.44'}",CHEMBL597366,,CHEMBL597366,4.35,0,http://www.openphacts.org/units/Nanomolar,887532,=,1,1,=,,IC50,nM,,45000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,45.0
,,3101516,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '14.77', 'le': '0.28', 'lle': '2.56', 'sei': '7.62'}",CHEMBL535,SUNITINIB,CHEMBL535,5.89,0,http://www.openphacts.org/units/Nanomolar,887531,=,1,1,=,,IC50,nM,,1300.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.3
,,3101517,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)/C(=C/c1cnc[nH]1)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '24.02', 'le': '0.44', 'lle': '3.89', 'sei': '8.65'}",CHEMBL258805,SU-9516,CHEMBL258805,5.80,0,http://www.openphacts.org/units/Nanomolar,887530,=,1,1,=,,IC50,nM,,1600.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.6
,,3101518,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ccc(Cl)cc32)[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '22.00', 'le': '0.43', 'lle': '2.22', 'sei': '13.37'}",CHEMBL2062155,,CHEMBL2062155,6.00,0,http://www.openphacts.org/units/Nanomolar,887455,=,1,1,=,,IC50,nM,,1000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.0
,,3101519,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)S(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '16.46', 'le': '0.32', 'lle': '3.47', 'sei': '7.43'}",CHEMBL605003,,CHEMBL605003,6.11,0,http://www.openphacts.org/units/Nanomolar,887454,=,1,1,=,,IC50,nM,,770.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.77
,,3101520,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=CN1CCN(c2ccc(/C=C3\C(=O)Nc4ccccc43)cc2)CC1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '17.87', 'le': '0.33', 'lle': '3.50', 'sei': '11.32'}",CHEMBL315546,,CHEMBL315546,5.96,0,http://www.openphacts.org/units/Nanomolar,887453,=,1,1,=,,IC50,nM,,1100.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,1.1
,,3101521,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '28.41', 'le': '0.51', 'lle': '3.65', 'sei': '15.08'}",CHEMBL276711,SEMAXANIB,CHEMBL276711,6.77,0,http://www.openphacts.org/units/Nanomolar,887452,=,1,1,=,,IC50,nM,,170.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.17
,,3101522,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1Nc2ccccc2/C1=C/c1ccc[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '30.14', 'le': '0.54', 'lle': '3.83', 'sei': '14.12'}",CHEMBL86755,,CHEMBL86755,6.34,0,http://www.openphacts.org/units/Nanomolar,887451,=,1,1,=,,IC50,nM,,460.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.46
,,3101523,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1Nc2ccccc2/C1=C\c1ccc(O)cc1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '23.76', 'le': '0.43', 'lle': '2.76', 'sei': '11.43'}",CHEMBL103307,,CHEMBL103307,5.64,0,http://www.openphacts.org/units/Nanomolar,887450,=,1,1,=,,IC50,nM,,2300.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,2.3
,,3101524,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(C)c1ccc(/C=C2\C(=O)Nc3ccccc32)cc1,,,CHEMBL1156925,Bioorg Med Chem,2010,,CHEMBL328710,,CHEMBL328710,,0,http://www.openphacts.org/units/Nanomolar,887449,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,100.0
,,3101525,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc2c1/C(=C/c1ccc(N3CCN(C=O)CC3)cc1)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '15.63', 'le': '0.29', 'lle': '2.66', 'sei': '10.32'}",CHEMBL89040,,CHEMBL89040,5.43,0,http://www.openphacts.org/units/Nanomolar,887343,=,1,1,=,,IC50,nM,,3700.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,3.7
,,3101526,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc2c1/C(=C/c1ccc(N(C)C)c3ccccc13)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '20.33', 'le': '0.36', 'lle': '1.97', 'sei': '20.65'}",CHEMBL597960,,CHEMBL597960,6.68,0,http://www.openphacts.org/units/Nanomolar,887342,=,1,1,=,,IC50,nM,,210.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,0.21
,,3101527,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc2c1/C(=C/c1ccc(-c3ccccc3)cc1)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '14.90', 'le': '0.26', 'lle': '-0.51', 'sei': '15.94'}",CHEMBL599192,,CHEMBL599192,4.64,0,http://www.openphacts.org/units/Nanomolar,887341,=,1,1,=,,IC50,nM,,23000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,23.0
,,3101528,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc2c1/C(=C/c1ccc(N3CCOCC3)cc1)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '12.48', 'le': '0.23', 'lle': '0.68', 'sei': '9.62'}",CHEMBL90277,,CHEMBL90277,4.00,0,http://www.openphacts.org/units/Nanomolar,887340,=,1,1,=,,IC50,nM,,100000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,100.0
,,3101529,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cc(C)c(/C=C2\C(=O)Nc3ccc(NC(=O)c4ccc(CN5CCN(C)CC5)cc4)cc32)[nH]1,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '11.14', 'le': '0.20', 'lle': '1.11', 'sei': '6.50'}",CHEMBL598991,,CHEMBL598991,5.23,0,http://www.openphacts.org/units/Nanomolar,887339,=,1,1,=,,IC50,nM,,5900.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,5.9
,,3101530,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc2c(c1)/C(=C\c1ccc(-c3ccoc3)o1)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '15.29', 'le': '0.28', 'lle': '0.86', 'sei': '5.49'}",CHEMBL597177,,CHEMBL597177,4.47,0,http://www.openphacts.org/units/Nanomolar,887260,=,1,1,=,,IC50,nM,,34000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,34.0
,,3101531,[],CHEMBL1071417,Inhibition of human recombinant His-tagged RET expressed in Sf9 insect cells,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccc2c(c1)/C(=C\c1ccc(Br)o1)C(=O)N2,,,CHEMBL1156925,Bioorg Med Chem,2010,"{'bei': '13.70', 'le': '0.32', 'lle': '1.06', 'sei': '6.12'}",CHEMBL597176,,CHEMBL597176,4.18,0,http://www.openphacts.org/units/Nanomolar,887259,=,1,1,=,,IC50,nM,,66000.0,CHEMBL2041,Homo sapiens,Tyrosine-protein kinase receptor RET,9606,,,IC50,uM,UO_0000065,,66.0
